Plant code,Region,Spend Category,Combined risk category,High risk site,Audit Status,Audit Request,Hypercare Level
XXX1075414,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1075418,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1075461,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1075558,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1075596,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1075599,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1075621,AMEA,Licensee,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1075713,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1075714,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1075738,MEU,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1075812,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1075893,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1075936,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1075943,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1076000,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1076040,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1076057,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1076081,No region classified,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1076110,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1076135,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1076161,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1076167,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1076311,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1076583,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1076788,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077042,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077082,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1077101,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1077111,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1077123,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1077162,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1077209,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1077211,No region classified,Raw materials,High,High Risk,Audit past due,Request New Audit,Level 3
XXX1077286,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1077318,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1077332,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1077354,MEU,Raw materials,,Not applicable,Not applicable,Not applicable,No audit information
XXX1077365,AMEA,Packaging materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1077393,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1077463,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1077507,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077527,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1077543,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077635,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1077646,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1077658,AMEA,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077681,No region classified,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077775,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077785,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1077798,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1077827,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077836,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077839,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1077840,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077880,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,Level 0
XXX1077896,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077902,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1077949,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1077964,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1077984,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077990,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1077994,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1077995,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1078008,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078032,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078046,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1078054,No region classified,Licensee,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078070,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1078146,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078171,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1078191,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1078212,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1078255,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1078270,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078292,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078387,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078411,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1078456,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078465,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078501,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078539,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1078541,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1078552,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1078581,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1078630,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1078658,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078719,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078745,No region classified,EM,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1078756,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1078776,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 1
XXX1078865,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1078970,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1079217,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1079258,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1079285,MEU,Licensee,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1079292,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1079366,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1079590,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1079615,No region classified,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1079719,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1079772,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1079893,AMEA,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1079896,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1079900,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1079972,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1079981,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1080023,MEU,Co-Packing,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1080047,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1080089,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080155,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1080158,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1080159,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080176,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1080225,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080285,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080312,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1080319,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1080345,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080366,AMEA,Co-Packing,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080391,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1080394,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080402,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1080450,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1080479,AMEA,EM,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1080497,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1080510,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080511,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1080544,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1080589,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1080595,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080609,No region classified,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1080610,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080611,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1080621,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080658,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080660,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080662,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1080678,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080687,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1080699,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080702,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1080708,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080714,No region classified,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1080806,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1080833,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1080841,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1080968,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1080985,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1080991,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1081001,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081029,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1081030,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081038,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,No audit information
XXX1081044,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1081051,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1081068,MEU,Co-Packing,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081071,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1081083,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1081085,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081199,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1081201,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1081215,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081217,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1081260,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081283,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1081319,MEU,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 1
XXX1081399,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081419,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081424,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1081431,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1081481,MEU,EM,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1081495,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1081518,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1081572,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081705,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1081717,AMEA,Packaging materials,High,High Risk,Audit past due,Request New Audit,Level 0
XXX1081744,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1081764,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1081767,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1081817,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1081952,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1082024,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1082120,MEU,Co-Packing,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1082146,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1082268,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1082359,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1082615,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1082714,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1082767,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1082820,AMEA,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1082843,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1082850,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1082922,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1082983,AMEA,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1082994,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083040,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1083053,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1083066,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1083086,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083095,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1083144,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1083184,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083226,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083227,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1083244,AMEA,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1083290,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1083298,LA,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1083302,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1083335,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083342,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083361,MEU,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083362,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Hypercare
XXX1083393,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1083401,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1083421,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1083425,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1083435,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083441,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 2
XXX1083476,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083500,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083508,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1083518,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1083529,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1083554,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1083588,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083603,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1083607,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1083622,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1083636,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1083650,MEU,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083658,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1083717,MEU,Licensee,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1083719,LA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,No audit information
XXX1083727,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083758,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1083760,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083777,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1083788,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1083801,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083816,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1083835,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083884,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1083885,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1083901,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1083913,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083952,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1083997,Not in Supplier DB,Not in Supplier DB,High,High Risk,No audit done,Request New Audit,No audit information
XXX1084005,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1084016,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1084027,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1084031,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1084162,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1084167,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1084170,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1084185,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1084206,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1084253,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1084327,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1084352,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1084365,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1084462,AMEA,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1084489,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1084558,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1084564,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1084586,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1084677,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1084887,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1084888,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1085131,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1085163,AMEA,Packaging materials,High,High Risk,No audit done,Request New Audit,No audit information
XXX1085172,MEU,Co-Packing,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1085232,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1085318,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1085324,MEU,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1085344,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1085443,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1085502,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1085520,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1085540,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1085548,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1085562,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1085575,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1085596,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1085685,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1085701,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1085715,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1085736,MEU,Licensee,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1085743,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1085757,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1085830,AMEA,Packaging materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1085878,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
